map_id,map_name,total_score,ct_score,t_score,agent_1,agent_2,agent_3,agent_4,agent_5
1073,cebox,3,3,0,KILLJOY,VIPER,KAYO,JETT,SOVA
1074,cebox,13,4,9,SOVA,JETT,VIPER,KILLJOY,SAGE
1075,Sunset,13,7,6,VIPER,KILLJOY,KAYO,SOVA,JETT
1076,Sunset,8,6,2,VIPER,JETT,SOVA,KILLJOY,SAGE
1077,Lotus,13,4,9,CYPHER,OMEN,SOVA,NEON,KAYO
1078,Lotus,4,3,1,OMEN,SAGE,GEKKO,RAZE,BREACH
1079,cebox,14,7,5,JETT,VIPER,HARBOR,SOVA,KILLJOY
1080,cebox,12,7,5,SOVA,GEKKO,VIPER,JETT,KILLJOY
1081,Sunset,13,10,3,JETT,VIPER,HARBOR,SOVA,KILLJOY
1082,Sunset,4,2,2,SOVA,JETT,GEKKO,VIPER,KILLJOY
1083,Sunset,11,4,7,SOVA,CYPHER,ASTRA,BREACH,RAZE
1084,Sunset,13,5,8,NEON,CYPHER,BREACH,OMEN,SOVA
1085,Haven,13,6,7,RAZE,SOVA,CYPHER,BREACH,ASTRA
1086,Haven,9,3,6,NEON,CYPHER,BREACH,OMEN,SOVA
1087,Lotus,13,8,5,YORU,SOVA,OMEN,ISO,CYPHER
1088,Lotus,5,1,4,CYPHER,SOVA,NEON,OMEN,BREACH
1089,Lotus,9,5,4,RAZE,VIPER,OMEN,KILLJOY,FADE
1090,Lotus,13,6,7,VIPER,RAZE,KILLJOY,OMEN,FADE
1091,cebox,6,1,5,RAZE,VIPER,KILLJOY,OMEN,FADE
1092,cebox,13,7,6,OMEN,VIPER,RAZE,FADE,KILLJOY
1093,Sunset,11,5,6,RAZE,CYPHER,OMEN,GEKKO,BREACH
1094,Sunset,13,6,7,SAGE,OMEN,RAZE,GEKKO,BREACH
1095,Bind,6,3,3,CYPHER,RAZE,OMEN,GEKKO,BREACH
1096,Bind,13,9,4,SAGE,OMEN,RAZE,GEKKO,BREACH
1097,Lotus,6,2,4,CLOVE,DEADLOCK,RAZE,OMEN,FADE
1098,Lotus,13,3,10,BREACH,FADE,RAZE,OMEN,CYPHER
1099,Sunset,8,6,2,CLOVE,DEADLOCK,OMEN,RAZE,FADE
1100,Sunset,13,7,6,BREACH,RAZE,FADE,CYPHER,OMEN
1101,Lotus,9,2,7,OMEN,BREACH,NEON,FADE,VIPER
1102,Lotus,13,5,8,RAZE,FADE,KILLJOY,VIPER,OMEN
1103,cebox,4,1,3,OMEN,BREACH,NEON,VIPER,FADE
1104,cebox,13,9,4,FADE,RAZE,VIPER,KILLJOY,OMEN
1105,Bind,13,9,4,RAZE,VIPER,GEKKO,BRIMSTONE,FADE
1106,Bind,8,8,0,CHAMBER,OMEN,FADE,YORU,VIPER
1107,Lotus,13,9,4,RAZE,GEKKO,VIPER,BRIMSTONE,FADE
1108,Lotus,5,2,3,OMEN,CHAMBER,FADE,YORU,VIPER
1109,cebox,13,4,9,KAYO,KILLJOY,JETT,VIPER,SOVA
1110,cebox,8,3,5,GEKKO,HARBOR,VIPER,KILLJOY,SOVA
1111,Haven,11,6,5,KAYO,VIPER,KILLJOY,JETT,SOVA
1112,Haven,13,7,6,HARBOR,GEKKO,SOVA,KILLJOY,VIPER
1113,Bind,11,3,8,NEON,BREACH,SOVA,OMEN,CYPHER
1114,Bind,13,4,9,OMEN,SOVA,KILLJOY,YORU,VIPER
1115,Bind,10,5,5,GEKKO,RAZE,VIPER,SKYE,BRIMSTONE
1116,Bind,13,6,7,CYPHER,RAZE,SKYE,DEADLOCK,BRIMSTONE
1117,Sunset,13,7,6,RAZE,BRIMSTONE,GEKKO,VIPER,SKYE
1118,Sunset,9,4,5,CYPHER,RAZE,DEADLOCK,SKYE,BRIMSTONE
1119,Ascent,5,3,2,NEON,OMEN,SOVA,CYPHER,BREACH
1120,Ascent,13,10,3,BREACH,CYPHER,SOVA,OMEN,RAZE
1121,Abyss,11,6,5,KILLJOY,VIPER,SOVA,YORU,ASTRA
1122,Abyss,13,7,6,JETT,OMEN,CYPHER,KAYO,SOVA
1123,Lotus,6,5,1,KILLJOY,YORU,VIPER,SOVA,ASTRA
1124,Lotus,13,6,7,JETT,OMEN,CYPHER,SOVA,KAYO
1125,Abyss,13,6,7,YORU,ASTRA,JETT,VIPER,SOVA
1126,Abyss,11,5,6,ASTRA,GEKKO,CYPHER,SOVA,JETT
1127,Lotus,11,3,8,YORU,ASTRA,JETT,VIPER,SOVA
1128,Lotus,13,4,9,ASTRA,SOVA,GEKKO,CYPHER,JETT
1129,Bind,10,4,6,KILLJOY,RAZE,FADE,VIPER,OMEN
1130,Bind,13,5,8,VIPER,OMEN,FADE,KILLJOY,RAZE
1131,Lotus,13,5,8,OMEN,CLOVE,FADE,NEON,BREACH
1132,Lotus,9,4,5,CYPHER,BREACH,OMEN,VIPER,JETT
1133,Bind,13,5,8,CLOVE,OMEN,NEON,FADE,BREACH
1134,Bind,10,4,6,BREACH,CYPHER,JETT,OMEN,VIPER
1135,cebox,13,5,8,KILLJOY,HARBOR,VIPER,GEKKO,SOVA
1136,cebox,8,4,4,SAGE,VIPER,SOVA,JETT,KILLJOY
1137,Lotus,13,9,4,KILLJOY,SOVA,GEKKO,VIPER,HARBOR
1138,Lotus,9,6,3,SOVA,VIPER,JETT,SAGE,KILLJOY
1139,Ascent,13,5,7,SOVA,KILLJOY,OMEN,JETT,KAYO
1140,Ascent,15,5,7,OMEN,JETT,SOVA,KILLJOY,KAYO
1141,Sunset,13,8,5,SOVA,KILLJOY,OMEN,JETT,KAYO
1142,Sunset,7,3,4,OMEN,JETT,KAYO,KILLJOY,SOVA
1143,Bind,7,1,6,SOVA,OMEN,NEON,CYPHER,KAYO
1144,Bind,13,6,7,OMEN,CYPHER,RAZE,SOVA,BREACH
1145,Bind,13,7,6,BRIMSTONE,RAZE,VIPER,SKYE,GEKKO
1146,Bind,11,6,5,SKYE,YORU,NEON,VIPER,OMEN
1147,Ascent,13,8,5,BRIMSTONE,RAZE,VIPER,GEKKO,SKYE
1148,Ascent,8,4,4,YORU,SKYE,NEON,VIPER,OMEN
1149,Bind,13,7,6,VIPER,RAZE,ASTRA,GEKKO,FADE
1150,Bind,9,4,5,RAZE,SKYE,CYPHER,BRIMSTONE,VIPER
1151,Lotus,13,10,3,VIPER,FADE,RAZE,ASTRA,GEKKO
1152,Lotus,4,2,2,RAZE,SKYE,CYPHER,BRIMSTONE,VIPER
1153,Haven,2,0,2,OMEN,CYPHER,BREACH,JETT,SOVA
1154,Haven,13,10,3,OMEN,NEON,CYPHER,BREACH,SOVA
1155,Abyss,13,8,5,CYPHER,JETT,BREACH,SOVA,OMEN
1156,Abyss,6,2,4,OMEN,NEON,CYPHER,BREACH,SOVA
1157,Bind,13,9,4,CYPHER,JETT,SOVA,OMEN,KAYO
1158,Bind,6,3,3,KAYO,OMEN,SOVA,CYPHER,HARBOR
1159,Abyss,12,4,8,FADE,VIPER,OMEN,CYPHER,YORU
1160,Abyss,14,4,8,SOVA,GEKKO,CYPHER,ASTRA,JETT
1161,Bind,13,8,5,VIPER,FADE,CYPHER,OMEN,YORU
1162,Bind,9,5,4,SOVA,GEKKO,CYPHER,ASTRA,JETT
1163,Lotus,13,6,6,CHAMBER,VIPER,YORU,FADE,OMEN
1164,Lotus,15,6,6,VIPER,GEKKO,BRIMSTONE,FADE,RAZE
1165,Haven,13,7,6,JETT,KILLJOY,SKYE,OMEN,VIPER
1166,Haven,8,3,5,SOVA,OMEN,BREACH,CYPHER,JETT
1167,Ascent,13,5,8,JETT,OMEN,KILLJOY,VIPER,SKYE
1168,Ascent,7,4,3,SOVA,OMEN,BREACH,CYPHER,JETT
1169,Sunset,7,4,3,CYPHER,KAYO,JETT,OMEN,SOVA
1170,Sunset,13,9,4,GEKKO,SOVA,OMEN,BREACH,SAGE
1171,Haven,9,7,2,JETT,CYPHER,OMEN,KAYO,SOVA
1172,Haven,13,8,5,GEKKO,OMEN,SOVA,BREACH,SAGE
1173,Sunset,13,9,4,OMEN,YORU,CYPHER,BREACH,GEKKO
1174,Sunset,8,5,3,OMEN,CYPHER,GEKKO,BREACH,NEON
1175,Lotus,13,11,2,OMEN,YORU,BREACH,CYPHER,GEKKO
1176,Lotus,2,1,1,OMEN,BREACH,GEKKO,CYPHER,NEON
1177,Lotus,13,8,5,FADE,OMEN,NEON,CYPHER,DEADLOCK
1178,Lotus,5,1,4,OMEN,KILLJOY,SOVA,BREACH,NEON
1179,Ascent,13,4,9,FADE,NEON,CYPHER,OMEN,DEADLOCK
1180,Ascent,4,3,1,KILLJOY,BREACH,SOVA,OMEN,NEON
1181,Lotus,6,1,5,KILLJOY,RAZE,BREACH,NEON,OMEN
1182,Lotus,13,7,6,DEADLOCK,FADE,OMEN,RAZE,CYPHER
1183,Ascent,1,0,1,KILLJOY,OMEN,NEON,RAZE,BREACH
1184,Ascent,13,11,2,OMEN,FADE,RAZE,DEADLOCK,CYPHER
1185,Bind,13,5,8,YORU,KILLJOY,OMEN,JETT,SOVA
1186,Bind,9,2,7,JETT,OMEN,FADE,KAYO,CYPHER
1187,Sunset,13,6,7,VIPER,CLOVE,YORU,DEADLOCK,RAZE
1188,Sunset,7,1,6,BRIMSTONE,OMEN,SKYE,RAZE,GEKKO
1189,cebox,10,6,4,NEON,KILLJOY,YORU,ASTRA,GEKKO
1190,cebox,13,8,5,FADE,OMEN,CYPHER,BREACH,NEON
1191,Lotus,8,3,5,FADE,CYPHER,DEADLOCK,RAZE,OMEN
1192,Lotus,13,4,9,NEON,BREACH,OMEN,KILLJOY,SOVA
1193,cebox,10,5,5,DEADLOCK,FADE,CYPHER,RAZE,OMEN
1194,cebox,13,6,7,BREACH,NEON,KILLJOY,OMEN,SOVA
1195,Lotus,9,2,7,VIPER,RAZE,FADE,CHAMBER,OMEN
1196,Lotus,13,3,10,OMEN,SOVA,KILLJOY,RAZE,GEKKO
1197,Ascent,11,8,3,VIPER,CHAMBER,OMEN,FADE,RAZE
1198,Ascent,13,9,4,RAZE,OMEN,SOVA,KILLJOY,GEKKO
1199,Haven,6,1,5,SOVA,OMEN,KILLJOY,KAYO,JETT
1200,Haven,13,7,6,JETT,KILLJOY,SOVA,ASTRA,PHOENIX
1201,cebox,15,5,7,KILLJOY,SOVA,VIPER,JETT,HARBOR
1202,cebox,13,5,7,JETT,SOVA,VIPER,KILLJOY,KAYO
1203,Haven,13,9,4,JETT,KILLJOY,VIPER,SOVA,HARBOR
1204,Haven,3,0,3,JETT,KILLJOY,KAYO,VIPER,SOVA
1205,Bind,10,5,5,OMEN,BREACH,NEON,SOVA,CYPHER
1206,Bind,13,7,6,KILLJOY,REYNA,SOVA,OMEN,YORU
1207,Lotus,12,5,7,RAZE,CYPHER,SKYE,VIPER,BRIMSTONE
1208,Lotus,14,5,7,CYPHER,BRIMSTONE,RAZE,GEKKO,SKYE
1209,Ascent,14,6,6,FADE,RAZE,CYPHER,OMEN,BREACH
1210,Ascent,12,6,6,KILLJOY,RAZE,BREACH,OMEN,SAGE
1211,Ascent,9,2,7,JETT,DEADLOCK,CYPHER,SOVA,OMEN
1212,Ascent,13,5,8,CYPHER,OMEN,SOVA,JETT,KAYO
1213,Bind,10,4,6,JETT,DEADLOCK,CYPHER,OMEN,SOVA
1214,Bind,13,5,8,CYPHER,OMEN,JETT,KAYO,SOVA
1215,Haven,13,9,4,BREACH,SOVA,OMEN,KILLJOY,JETT
1216,Haven,10,7,3,NEON,SOVA,CYPHER,BREACH,OMEN
1217,cebox,7,5,2,OMEN,BREACH,SOVA,KILLJOY,JETT
1218,cebox,13,10,3,BREACH,SOVA,NEON,CYPHER,OMEN
1219,Bind,12,6,6,KILLJOY,VIPER,JETT,GEKKO,SOVA
1220,Bind,14,6,6,KAYO,ISO,VIPER,KILLJOY,GEKKO
1221,Sunset,14,5,7,SOVA,CYPHER,OMEN,NEON,KAYO
1222,Sunset,12,5,7,NEON,BREACH,OMEN,CYPHER,GEKKO
1223,Ascent,9,6,3,OMEN,SOVA,CYPHER,NEON,KAYO
1224,Ascent,13,9,4,GEKKO,CYPHER,NEON,OMEN,BREACH
1225,Haven,7,4,3,OMEN,SOVA,DEADLOCK,CYPHER,JETT
1226,Haven,13,9,4,KAYO,CYPHER,OMEN,SOVA,JETT
1227,cebox,13,3,10,KAYO,JETT,VIPER,KILLJOY,GEKKO
1228,cebox,4,2,2,KILLJOY,SOVA,VIPER,JETT,GEKKO
1229,Lotus,13,3,10,JETT,KAYO,VIPER,KILLJOY,GEKKO
1230,Lotus,7,2,5,KILLJOY,GEKKO,SOVA,VIPER,JETT
1231,Ascent,7,5,2,KAYO,OMEN,SOVA,CYPHER,JETT
1232,Ascent,13,6,7,KILLJOY,JETT,ASTRA,SOVA,PHOENIX
1233,Bind,13,5,8,SOVA,CYPHER,OMEN,KAYO,JETT
1234,Bind,6,4,2,KILLJOY,SOVA,JETT,ASTRA,PHOENIX
1235,Lotus,6,3,3,RAZE,FADE,VIPER,BRIMSTONE,GEKKO
1236,Lotus,13,4,9,DEADLOCK,VIPER,PHOENIX,YORU,BRIMSTONE
1237,Ascent,11,7,4,SOVA,KAYO,JETT,KILLJOY,OMEN
1238,Ascent,13,8,5,KILLJOY,SOVA,REYNA,OMEN,JETT
1239,Bind,10,6,4,SOVA,KAYO,KILLJOY,JETT,OMEN
1240,Bind,13,8,5,REYNA,KILLJOY,OMEN,SOVA,JETT
1241,Sunset,7,2,5,YORU,CYPHER,CLOVE,BREACH,RAZE
1242,Sunset,13,7,6,CYPHER,NEON,SOVA,OMEN,KAYO
1243,Haven,13,7,6,YORU,BREACH,RAZE,CLOVE,CYPHER
1244,Haven,11,6,5,SOVA,CYPHER,NEON,OMEN,KAYO
1245,Ascent,11,7,4,YORU,JETT,OMEN,SOVA,KILLJOY
1246,Ascent,13,8,5,SOVA,OMEN,BREACH,JETT,CYPHER
1247,Ascent,2,0,2,SOVA,REYNA,JETT,KILLJOY,OMEN
1248,Ascent,13,10,3,SOVA,REYNA,KILLJOY,JETT,OMEN
1249,cebox,8,3,5,JETT,SOVA,REYNA,OMEN,KILLJOY
1250,cebox,13,7,6,REYNA,SOVA,OMEN,JETT,KILLJOY
1251,cebox,13,3,10,KAYO,VIPER,KILLJOY,GEKKO,JETT
1252,cebox,2,2,0,SOVA,JETT,KILLJOY,GEKKO,VIPER
1253,Ascent,6,5,1,KAYO,JETT,VIPER,KILLJOY,GEKKO
1254,Ascent,13,6,7,KILLJOY,GEKKO,VIPER,SOVA,JETT
1255,Lotus,13,5,8,JETT,SOVA,KAYO,KILLJOY,OMEN
1256,Lotus,11,4,7,KAYO,OMEN,SOVA,KILLJOY,JETT
1257,Haven,4,4,0,OMEN,BREACH,SOVA,JETT,KILLJOY
1258,Haven,13,5,8,SOVA,BREACH,OMEN,CYPHER,JETT
1259,Sunset,2,0,2,OMEN,KILLJOY,SOVA,JETT,BREACH
1260,Sunset,13,10,3,BREACH,OMEN,SOVA,JETT,CYPHER
1261,Abyss,10,5,5,ASTRA,BREACH,SOVA,DEADLOCK,JETT
1262,Abyss,13,6,7,NEON,DEADLOCK,OMEN,BREACH,CYPHER
1263,Sunset,13,9,4,JETT,BREACH,DEADLOCK,ASTRA,SOVA
1264,Sunset,10,8,2,DEADLOCK,NEON,OMEN,BREACH,CYPHER
1265,cebox,3,0,3,CYPHER,BREACH,OMEN,RAZE,SOVA
1266,cebox,13,9,4,NEON,CYPHER,OMEN,BREACH,SOVA
1267,Bind,3,3,0,RAZE,SKYE,BRIMSTONE,FADE,CYPHER
1268,Bind,13,4,9,CYPHER,RAZE,SKYE,BRIMSTONE,GEKKO
1269,Haven,13,9,4,RAZE,BRIMSTONE,FADE,SKYE,CYPHER
1270,Haven,8,5,3,RAZE,CYPHER,SKYE,BRIMSTONE,GEKKO
1271,Abyss,8,2,6,FADE,BREACH,RAZE,ASTRA,KILLJOY
1272,Abyss,13,6,7,ISO,GEKKO,SOVA,CYPHER,ASTRA
1273,Bind,13,5,8,RAZE,BRIMSTONE,VIPER,GEKKO,FADE
1274,Bind,9,4,5,RAZE,SKYE,BRIMSTONE,OMEN,NEON
1275,Haven,13,9,4,RAZE,BRIMSTONE,GEKKO,VIPER,FADE
1276,Haven,10,7,3,RAZE,BRIMSTONE,SKYE,NEON,OMEN
1277,Sunset,12,4,8,KAYO,OMEN,BREACH,RAZE,CYPHER
1278,Sunset,14,4,8,NEON,OMEN,GEKKO,BREACH,CYPHER
1279,Bind,10,5,5,BREACH,OMEN,KAYO,RAZE,CYPHER
1280,Bind,13,7,6,OMEN,GEKKO,BREACH,NEON,CYPHER
1281,Lotus,9,7,2,RAZE,CYPHER,FADE,VIPER,OMEN
1282,Lotus,13,8,5,DEADLOCK,CYPHER,FADE,SAGE,OMEN
1283,cebox,12,6,6,RAZE,FADE,CYPHER,OMEN,VIPER
1284,cebox,14,6,6,OMEN,DEADLOCK,FADE,CYPHER,SAGE
1285,Bind,13,5,8,BRIMSTONE,CYPHER,VIPER,RAZE,SKYE
1286,Bind,8,1,7,NEON,GEKKO,VIPER,FADE,BRIMSTONE
1287,cebox,10,5,5,RAZE,SKYE,CYPHER,BRIMSTONE,VIPER
1288,cebox,13,6,7,NEON,VIPER,GEKKO,FADE,BRIMSTONE
1289,Sunset,13,5,8,KAYO,KILLJOY,VIPER,OMEN,GEKKO
1290,Sunset,8,1,7,JETT,GEKKO,VIPER,SOVA,KILLJOY
1291,cebox,8,3,5,KILLJOY,GEKKO,VIPER,KAYO,JETT
1292,cebox,13,4,9,KAYO,JETT,KILLJOY,VIPER,GEKKO
1293,Ascent,13,4,9,GEKKO,KILLJOY,KAYO,VIPER,JETT
1294,Ascent,8,3,5,KAYO,VIPER,KILLJOY,JETT,GEKKO
1295,Abyss,12,5,7,KAYO,OMEN,JETT,SOVA,KILLJOY
1296,Abyss,14,5,7,SOVA,OMEN,DEADLOCK,CYPHER,JETT
1297,Haven,8,1,7,CYPHER,BREACH,SOVA,OMEN,NEON
1298,Haven,13,5,8,OMEN,NEON,SOVA,BREACH,CYPHER
1299,Bind,13,3,10,BREACH,CYPHER,SOVA,NEON,OMEN
1300,Bind,2,2,0,OMEN,NEON,SOVA,CYPHER,BREACH
1301,Ascent,13,8,5,SKYE,GEKKO,BRIMSTONE,RAZE,VIPER
1302,Ascent,8,7,1,VIPER,SKYE,BRIMSTONE,YORU,GEKKO
1303,Bind,13,6,6,BRIMSTONE,VIPER,FADE,RAZE,GEKKO
1304,Bind,15,6,6,BRIMSTONE,RAZE,VIPER,GEKKO,SKYE
1305,Lotus,8,4,4,RAZE,FADE,VIPER,BRIMSTONE,GEKKO
1306,Lotus,13,5,8,RAZE,VIPER,BRIMSTONE,SKYE,GEKKO
1307,Haven,5,2,3,BREACH,SOVA,ASTRA,CYPHER,NEON
1308,Haven,13,3,10,NEON,SOVA,OMEN,CYPHER,BREACH
1309,Sunset,13,4,9,ASTRA,BREACH,NEON,SOVA,CYPHER
1310,Sunset,5,3,2,NEON,CYPHER,OMEN,BREACH,SOVA
1311,Lotus,13,10,3,NEON,BREACH,FADE,OMEN,CYPHER
1312,Lotus,11,9,2,SOVA,CYPHER,OMEN,NEON,BREACH
1313,Bind,5,2,3,OMEN,FADE,NEON,BREACH,CYPHER
1314,Bind,13,9,4,RAZE,CYPHER,BREACH,FADE,OMEN
1315,Ascent,13,4,9,GEKKO,BRIMSTONE,RAZE,FADE,VIPER
1316,Ascent,7,3,4,SKYE,BRIMSTONE,VIPER,RAZE,GEKKO
1317,cebox,9,6,3,KAYO,KILLJOY,JETT,VIPER,GEKKO
1318,cebox,13,7,6,KAYO,VIPER,GEKKO,JETT,KILLJOY
1319,Bind,11,3,8,KAYO,JETT,KILLJOY,VIPER,GEKKO
1320,Bind,13,4,9,KAYO,GEKKO,VIPER,KILLJOY,JETT
1321,Lotus,13,5,8,OMEN,FADE,ISO,BREACH,NEON
1322,Lotus,11,4,7,CLOVE,RAZE,OMEN,CYPHER,FADE
1323,Bind,8,2,6,OMEN,ISO,FADE,BREACH,NEON
1324,Bind,13,6,7,OMEN,CLOVE,RAZE,FADE,CYPHER
1325,Split,6,2,4,CLOVE,ISO,FADE,BREACH,NEON
1326,Split,13,8,5,VIPER,RAZE,FADE,BRIMSTONE,GEKKO
1327,Ascent,7,5,2,CYPHER,OMEN,BREACH,ISO,NEON
1328,Ascent,13,6,7,VIPER,JETT,SKYE,RAZE,OMEN
1329,Abyss,13,5,8,JETT,CYPHER,SOVA,OMEN,PHOENIX
1330,Abyss,10,4,6,CYPHER,SOVA,OMEN,JETT,KAYO
1331,Lotus,13,7,6,CYPHER,JETT,OMEN,SOVA,PHOENIX
1332,Lotus,10,5,5,CYPHER,OMEN,SOVA,KAYO,JETT
1333,cebox,10,4,6,VIPER,SOVA,KILLJOY,JETT,GEKKO
1334,cebox,13,6,7,VIPER,JETT,SOVA,KAYO,KILLJOY
1335,Lotus,5,4,1,VIPER,JETT,SOVA,KILLJOY,GEKKO
1336,Lotus,13,5,8,VIPER,SOVA,JETT,KILLJOY,KAYO
1337,cebox,13,6,7,VIPER,REYNA,SAGE,GEKKO,KILLJOY
1338,cebox,11,5,6,KAYO,JETT,GEKKO,KILLJOY,VIPER
1339,Ascent,10,5,5,REYNA,VIPER,SAGE,GEKKO,VIPER
1340,Ascent,13,6,7,KILLJOY,KAYO,JETT,GEKKO,KILLJOY
1341,Lotus,6,1,5,VIPER,DEADLOCK,YORU,SOVA,CYPHER
1342,Lotus,13,7,6,OMEN,JETT,KAYO,SOVA,KILLJOY
1343,cebox,13,6,6,VIPER,JETT,GEKKO,BREACH,KILLJOY
1344,cebox,15,6,6,VIPER,JETT,GEKKO,SOVA,KILLJOY
1345,Bind,7,2,5,VIPER,JETT,KILLJOY,BREACH,GEKKO
1346,Bind,13,3,10,VIPER,JETT,SOVA,GEKKO,KILLJOY
1347,Lotus,9,3,6,SOVA,NEON,OMEN,CYPHER,BREACH
1348,Lotus,13,6,7,NEON,CYPHER,BREACH,OMEN,SOVA
1349,Haven,13,6,7,SOVA,NEON,OMEN,BREACH,CYPHER
1350,Haven,5,5,0,CYPHER,NEON,SOVA,OMEN,BREACH
1351,Sunset,16,5,7,OMEN,SOVA,BREACH,NEON,CYPHER
1352,Sunset,14,5,7,JETT,VIPER,KILLJOY,SKYE,OMEN
1353,Bind,13,7,6,RAZE,VIPER,GEKKO,CLOVE,FADE
1354,Bind,5,0,5,BRIMSTONE,SKYE,RAZE,VIPER,GEKKO
1355,Lotus,13,0,0,RAZE,CLOVE,GEKKO,VIPER,FADE
1356,Lotus,9,0,0,SKYE,BRIMSTONE,GEKKO,RAZE,VIPER
1357,Sunset,13,5,8,RAZE,BREACH,GEKKO,OMEN,CYPHER
1358,Sunset,11,4,7,SOVA,BREACH,OMEN,RAZE,CYPHER
1359,Lotus,13,9,4,CHAMBER,FADE,RAZE,VIPER,OMEN
1360,Lotus,10,7,3,SKYE,OMEN,ASTRA,RAZE,KILLJOY
1361,Haven,13,10,3,CHAMBER,RAZE,FADE,VIPER,OMEN
1362,Haven,6,4,2,ASTRA,SKYE,OMEN,RAZE,KILLJOY
1363,Sunset,13,5,8,KAYO,OMEN,GEKKO,RAZE,CYPHER
1364,Sunset,8,4,4,KILLJOY,OMEN,RAZE,FADE,ASTRA
1365,Haven,9,8,1,GEKKO,OMEN,RAZE,CYPHER,KAYO
1366,Haven,13,9,4,KILLJOY,OMEN,RAZE,FADE,ASTRA
1367,Lotus,7,3,4,CYPHER,OMEN,BREACH,JETT,SOVA
1368,Lotus,13,8,5,RAZE,OMEN,KILLJOY,FADE,ASTRA
1369,Ascent,7,5,2,CYPHER,OMEN,DEADLOCK,SOVA,JETT
1370,Ascent,13,6,7,ASTRA,JETT,PHOENIX,KILLJOY,SOVA
1371,Sunset,7,6,1,CYPHER,DEADLOCK,SOVA,OMEN,JETT
1372,Sunset,13,7,6,KILLJOY,PHOENIX,ASTRA,JETT,SOVA
1373,cebox,11,4,7,GEKKO,CYPHER,VIPER,KAYO,CLOVE
1374,cebox,13,5,8,KAYO,VIPER,GEKKO,SAGE,KILLJOY
1375,Ascent,10,4,6,KAYO,CYPHER,GEKKO,VIPER,CLOVE
1376,Ascent,13,5,8,KAYO,GEKKO,SAGE,VIPER,KILLJOY
1377,Bind,13,10,3,OMEN,KAYO,CYPHER,JETT,DEADLOCK
1378,Bind,2,0,2,SOVA,SAGE,JETT,CYPHER,OMEN
1379,Haven,10,6,4,KAYO,DEADLOCK,RAZE,CYPHER,OMEN
1380,Haven,13,7,6,SKYE,BRIMSTONE,VIPER,RAZE,CYPHER
1381,Haven,13,5,8,BREACH,OMEN,SOVA,KILLJOY,RAZE
1382,Haven,8,4,4,SOVA,KILLJOY,JETT,OMEN,BREACH
1383,Ascent,9,7,2,OMEN,BREACH,KILLJOY,SOVA,RAZE
1384,Ascent,13,8,5,OMEN,SOVA,KILLJOY,JETT,BREACH
1385,Sunset,13,10,3,KILLJOY,KAYO,OMEN,SOVA,RAZE
1386,Sunset,11,9,2,SOVA,KILLJOY,OMEN,JETT,KAYO
1387,Abyss,11,7,4,OMEN,GEKKO,CYPHER,BREACH,RAZE
1388,Abyss,13,8,5,OMEN,BREACH,RAZE,CYPHER,GEKKO
1389,Bind,5,2,3,OMEN,RAZE,BREACH,KAYO,CYPHER
1390,Bind,13,9,4,SOVA,OMEN,JETT,KAYO,CYPHER
1391,Ascent,13,2,11,KILLJOY,SOVA,JETT,OMEN,KAYO
1392,Ascent,4,1,3,KILLJOY,JETT,OMEN,KAYO,SOVA
1393,cebox,13,5,8,JETT,OMEN,KILLJOY,SOVA,KAYO
1394,cebox,8,4,4,JETT,KILLJOY,SOVA,KAYO,OMEN
1395,Sunset,7,4,3,JETT,GEKKO,VIPER,KILLJOY,SOVA
1396,Sunset,13,9,4,KILLJOY,KAYO,JETT,CLOVE,VIPER
1397,Haven,13,7,6,CYPHER,OMEN,NEON,GEKKO,BREACH
1398,Haven,7,2,5,DEADLOCK,JETT,SOVA,OMEN,CYPHER
1399,Split,11,6,5,VIPER,SKYE,OMEN,JETT,RAZE
1400,Split,13,7,6,SKYE,CYPHER,ASTRA,NEON,ISO
1401,cebox,13,1,12,SKYE,VIPER,RAZE,JETT,OMEN
1402,cebox,2,0,2,CYPHER,SKYE,NEON,ASTRA,ISO
1403,Bind,13,4,9,JETT,KAYO,KILLJOY,GEKKO,VIPER
1404,Bind,5,3,2,JETT,KAYO,KILLJOY,GEKKO,VIPER
1405,Haven,13,7,6,RAZE,VIPER,FADE,GEKKO,BRIMSTONE
1406,Haven,9,6,3,RAZE,GEKKO,SKYE,HARBOR,CLOVE
1407,cebox,13,9,4,KILLJOY,VIPER,JETT,SOVA,GEKKO
1408,cebox,11,8,3,VIPER,SOVA,KILLJOY,JETT,KAYO
1409,Ascent,5,4,1,SOVA,KILLJOY,JETT,GEKKO,VIPER
1410,Ascent,13,5,8,VIPER,SOVA,KILLJOY,JETT,KAYO
1411,Bind,7,0,7,SOVA,ISO,JETT,CYPHER,OMEN
1412,Bind,13,5,8,SOVA,KAYO,OMEN,KILLJOY,JETT
1413,Haven,8,1,7,RAZE,DEADLOCK,SKYE,CYPHER,BRIMSTONE
1414,Haven,13,5,8,VIPER,FADE,BRIMSTONE,GEKKO,RAZE
1415,Lotus,13,6,7,KILLJOY,ASTRA,RAZE,FADE,OMEN
1416,Lotus,7,1,6,VIPER,RAZE,KILLJOY,FADE,OMEN
1417,Ascent,13,4,9,KILLJOY,ASTRA,FADE,RAZE,OMEN
1418,Ascent,9,3,6,VIPER,FADE,RAZE,SOVA,KILLJOY
1419,Haven,8,5,3,CYPHER,VIPER,OMEN,ISO,CLOVE
